FID,height,area,Additional_water,Ponding_level,Average_ponding_depth
384,67,781.25,2163.5999999991277,69.164,0.27422
385,98,1093.75,1305.3999999999082,99.305,0.06768
386,67,10156.25,1067.9000000001242,68.068,0.21327
387,81,156.25,51.40000000000046,81.051,0.00016
388,86,1093.75,341.00000000000904,86.341,0.00746
389,97,1250.0,505.0000000000463,97.505,0.01262
391,83,4062.5,86.19999999999938,83.086,0.007
392,60,3593.75,48.80000000000042,60.049,0.0035
394,55,468.75,1587.5999999996516,56.588,0.03325
395,77,1093.75,3019.3999999983494,80.019,0.08934
396,98,3750.0,115.39999999999772,98.115,0.00865
398,65,9843.75,1499.099999999732,66.499,0.65157
399,63,2343.75,17.399999999999977,63.017,0.00082
400,98,5781.25,103.69999999999838,98.104,0.01199
402,80,1093.75,2011.599999999266,82.012,0.04185
404,78,4843.75,707.3000000000923,78.707,0.06851
405,88,2812.5,130.1999999999969,88.13,0.00732
406,69,5937.5,1441.5999999997844,70.442,0.54049
408,78,781.25,2297.499999999006,80.297,0.05736
410,65,1093.75,2410.899999998903,67.411,0.36852
412,65,3125.0,1290.4999999999218,66.29,0.2976
413,63,781.25,1739.4999999995134,64.739,0.24902
413,64,15000.0,739.5000000000996,64.74,0.24902
414,77,3593.75,44.90000000000037,77.045,0.00322
417,70,3437.5,1096.800000000098,71.097,0.14255
419,100,6250.0,924.5000000001417,100.925,0.11555
422,94,937.5,1176.6000000000254,95.177,0.0364
423,65,937.5,3173.3999999982093,68.173,0.48462
424,67,3750.0,1816.999999999443,68.817,0.60857
426,64,781.25,2613.7999999987182,66.614,0.75912
427,58,7031.25,1066.9000000001251,59.067,0.17698
428,63,1562.5,2133.9999999991546,65.134,0.26982
432,80,156.25,2236.899999999061,82.237,0.03577
433,83,156.25,241.99999999999054,83.242,0.00076
434,73,3750.0,309.80000000000194,73.31,0.02323
435,71,156.25,1192.6000000000108,72.193,0.05066
436,57,2187.5,455.6000000000351,57.456,0.01993
438,64,4375.0,1133.000000000065,65.133,0.18724
439,63,6250.0,301.50000000000006,63.301,0.03768
440,61,1406.25,1018.1000000001629,62.018,0.03431
441,103,937.5,1056.7000000001344,104.057,0.02777
444,83,2343.75,64.8000000000006,83.065,0.00303
446,64,4062.5,1025.6000000001627,65.026,0.10333
449,66,1250.0,2550.099999998776,68.55,0.12938
451,72,312.5,4271.199999998007,76.271,0.15439
453,65,2031.25,2377.3999999989333,67.377,0.55866
454,84,17343.75,24.900000000000084,84.025,0.00862
455,58,2343.75,21.400000000000034,58.021,0.001
456,97,6093.75,131.5999999999968,97.132,0.01603
458,59,937.5,194.09999999999326,59.194,0.00364
459,68,625.0,2335.4999999989714,70.335,0.29499
459,70,25312.5,335.5000000000078,70.336,0.29499
460,64,13593.75,1028.8000000001598,65.029,0.24199
463,56,1562.5,79.19999999999978,56.079,0.00247
464,79,2812.5,732.9000000000981,79.733,0.04122
465,77,781.25,249.8999999999901,77.25,0.0039
469,82,13906.25,193.1999999999933,82.193,0.05371
471,83,21093.75,195.1999999999932,83.195,0.08234
472,77,781.25,2917.599999998442,79.918,0.15087
473,64,2968.75,1479.5999999997498,65.48,0.53556
474,64,5000.0,1745.9999999995075,65.746,0.80169
475,63,9062.5,1.7000000000000004,63.002,0.0003
476,71,3437.5,1037.6000000001518,72.038,0.09751
477,73,312.5,6226.5000000051205,79.227,0.70923
477,75,1406.25,4226.4999999978445,79.226,0.70923
478,63,2187.5,2389.2999999989224,65.389,0.50321
479,73,156.25,3057.7999999983144,76.058,0.08738
482,57,13437.5,1.3,57.001,0.00034
485,57,781.25,1482.4999999997472,58.482,0.15282
485,58,13437.5,482.5000000000412,58.483,0.15282
486,80,1406.25,1096.5000000000982,81.097,0.04048
486,81,5000.0,96.49999999999879,81.096,0.04048
488,102,625.0,1278.6999999999325,103.279,0.0778
490,102,3750.0,383.5000000000187,102.384,0.02876
491,93,8750.0,637.4000000000764,93.637,0.11154
492,64,937.5,1828.0999999994328,65.828,0.18953
495,83,2500.0,360.90000000001356,83.361,0.01804
498,107,312.5,2446.79999999887,109.447,0.094
499,84,2812.5,0.9999999999999999,84.001,5e-05
501,82,1250.0,1325.6999999998898,83.326,0.17559
504,89,7031.25,521.8000000000501,89.522,0.07337
505,101,5000.0,483.90000000004153,101.484,0.04839
506,85,1718.75,1064.900000000127,86.065,0.06277
507,80,1250.0,675.0000000000849,80.675,0.01687
508,100,2187.5,159.6999999999952,100.16,0.00699
509,60,5468.75,55.900000000000524,60.056,0.00611
514,64,2343.75,1176.6000000000254,65.177,0.21629
515,105,13437.5,2.9000000000000012,105.003,0.00077
516,61,937.5,1212.5999999999926,62.213,0.04332
517,64,2812.5,783.8000000001097,64.784,0.04409
518,72,1718.75,1113.9000000000824,73.114,0.05786
522,79,1718.75,626.6000000000739,79.627,0.02154
527,81,1875.0,701.500000000091,81.702,0.0263
529,70,2968.75,1557.499999999679,71.557,0.21616
529,71,11093.75,557.5000000000582,71.558,0.21616
530,56,1875.0,106.39999999999823,56.106,0.00399
531,66,1718.75,1800.399999999458,67.8,0.43705
532,59,1093.75,50.70000000000045,59.051,0.00111
533,62,2812.5,1771.899999999484,63.772,0.20821
534,63,13906.25,1290.299999999922,64.29,0.41281
537,83,1718.75,533.4000000000527,83.533,0.01833
540,62,1718.75,766.6000000001058,62.767,0.02635
542,62,2031.25,1659.8999999995858,63.66,0.24064
547,62,781.25,1146.5000000000528,63.147,0.03714
547,63,6562.5,146.49999999999596,63.146,0.03714
548,56,1562.5,7.699999999999989,56.008,0.00024
552,78,312.5,1964.9999999993083,79.965,0.23544
556,66,1718.75,2987.5999999983783,68.988,1.21809
558,74,625.0,1376.2999999998437,75.376,0.02896
560,53,625.0,683.6000000000869,53.684,0.00854
561,83,3125.0,194.8999999999932,83.195,0.01218
564,57,781.25,183.59999999999386,57.184,0.00287
566,80,5156.25,1120.1000000000768,81.12,0.1909
568,70,1562.5,1958.799999999314,71.959,0.10615
569,63,2031.25,3425.7999999979797,66.426,0.81382
570,102,1093.75,2096.399999999189,104.096,0.14442
572,56,781.25,262.39999999999117,56.262,0.0041
573,91,2968.75,219.9999999999918,91.22,0.01306
574,77,3125.0,512.500000000048,77.513,0.03203
576,59,937.5,110.69999999999798,59.111,0.00207
579,57,312.5,782.0000000001093,57.782,0.00489
581,68,1718.75,2150.4999999991396,70.15,0.32257
581,69,12968.75,1150.500000000049,70.151,0.32257
583,61,2500.0,1433.9999999997913,62.434,0.15035
586,71,781.25,2973.8999999983907,73.974,0.28531
588,83,1406.25,202.0999999999928,83.202,0.00568
590,61,3906.25,3372.499999998028,64.372,1.07896
590,64,39843.75,372.5000000000162,64.373,1.07896
592,80,2812.5,328.0000000000061,80.328,0.01845
593,58,781.25,2103.999999999182,60.104,0.13124
594,82,625.0,781.2000000001091,82.781,0.00976
597,57,625.0,865.1000000001281,57.865,0.01081
598,68,2812.5,2097.399999999188,70.097,0.30151
600,64,156.25,3223.7999999981635,67.224,0.40615
601,55,1875.0,6.399999999999993,55.006,0.00024
602,95,156.25,4502.499999998849,99.502,0.56627
602,99,2500.0,502.50000000004576,99.503,0.56627
603,79,1562.5,1605.1999999996356,80.605,0.21848
607,72,7343.75,1397.999999999824,73.398,0.47017
608,104,1093.75,0.2,104.0,0.0
610,81,1093.75,1158.300000000042,82.158,0.12274
611,61,1093.75,2461.099999998857,63.461,0.19221
615,62,781.25,2067.8999999992147,64.068,0.24363
616,87,625.0,1589.7999999996496,88.59,0.10833
618,88,6562.5,1054.3000000001366,89.054,0.16718
620,56,468.75,1096.700000000098,57.097,0.04775
621,55,3125.0,175.6999999999943,55.176,0.01098
625,83,6093.75,197.69999999999305,83.198,0.02408
626,55,1718.75,88.79999999999923,55.089,0.00305
627,62,3437.5,1153.1000000000467,63.153,0.21607
628,57,625.0,58.40000000000056,57.058,0.00073
632,61,1406.25,1732.8999999995194,62.733,0.17241
633,86,781.25,1772.6999999994832,87.773,0.0784
635,59,312.5,1028.1000000001604,60.028,0.00739
637,86,937.5,545.4000000000555,86.545,0.01023
643,79,1250.0,1380.8999999998396,80.381,0.06071
645,53,625.0,37.40000000000026,53.037,0.00047
651,76,937.5,2027.2999999992517,78.027,0.23754
654,61,781.25,3016.699999998352,64.017,0.3039
657,56,4375.0,112.1999999999979,56.112,0.00981
658,65,781.25,2136.699999999152,67.137,0.36266
660,66,468.75,4883.400000000234,70.883,0.08661
660,69,156.25,2883.399999998473,71.883,0.08661
661,91,781.25,1018.200000000163,92.018,0.01744
662,61,3750.0,2079.799999999204,63.08,0.39492
663,56,2187.5,47.1000000000004,56.047,0.00206
665,79,937.5,1207.799999999997,80.208,0.03239
668,55,468.75,1110.8000000000852,56.111,0.01595
671,81,1093.75,2522.699999998801,83.523,0.48596
672,68,1562.5,4424.199999998564,72.424,0.83205
673,55,5468.75,23.000000000000057,55.023,0.00251
675,85,625.0,3102.7999999982735,88.103,0.20928
677,70,156.25,9277.900000016221,79.278,0.97851
678,54,4531.25,37.80000000000027,54.038,0.00343
679,62,2031.25,102.19999999999847,62.102,0.00415
682,73,468.75,2128.7999999991594,75.129,0.03608
683,55,468.75,796.6000000001126,55.797,0.00747
687,101,4375.0,0.1,101.0,0.0
690,78,156.25,2704.4999999986358,80.704,0.05582
690,80,1093.75,704.5000000000916,80.705,0.05582
691,66,1406.25,3377.4999999980237,69.377,0.70659
691,69,89687.5,377.50000000001734,69.378,0.70659
693,60,2031.25,3152.0999999982287,63.152,0.42765
694,89,1250.0,39.9000000000003,89.04,0.001
696,80,1562.5,1008.3000000001607,81.008,0.03544
697,59,312.5,4275.899999998024,63.276,0.51638
699,55,2656.25,285.69999999999646,55.286,0.01517
701,56,4218.75,15.69999999999996,56.016,0.00132
702,81,3437.5,1395.2999999998265,82.395,0.2528
703,77,312.5,6382.200000005687,83.382,0.64294
704,60,468.75,4009.6999999974487,64.01,0.47967
706,59,5312.5,4.300000000000001,59.004,0.00045
709,74,1875.0,2423.3999999988914,76.423,0.44492
710,54,781.25,269.79999999999285,54.27,0.00421
711,96,3593.75,1109.5000000000864,97.11,0.08864
711,97,4062.5,109.49999999999805,97.109,0.08864
712,83,4687.5,2020.299999999258,85.02,0.41704
713,55,312.5,986.1000000001557,55.986,0.00616
714,63,312.5,4823.100000000015,67.823,1.09073
717,73,312.5,2880.4999999984757,75.88,1.0602
717,75,44531.25,880.5000000001316,75.881,1.0602
719,61,1875.0,2044.1999999992363,63.044,0.30894
720,100,5000.0,477.40000000004005,100.477,0.04774
721,60,4531.25,130.49999999999687,60.13,0.01183
723,60,1562.5,3604.0999999978176,63.604,0.96328
725,61,468.75,2214.5999999990813,63.215,0.32807
727,55,3906.25,77.29999999999988,55.077,0.00604
728,85,10937.5,8.699999999999985,85.009,0.00188
729,102,1093.75,1712.2999999995382,103.712,0.11091
730,61,781.25,3958.4999999974953,64.958,1.48897
730,64,43906.25,958.5000000001494,64.959,1.48897
736,73,3125.0,2329.199999998977,75.329,0.68825
737,95,312.5,7378.20000000931,102.378,1.06555
743,121,9375.0,93.09999999999899,121.093,0.01745
744,78,312.5,2263.099999999037,80.263,0.03651
747,61,468.75,2590.999999998739,63.591,0.71277
748,80,1406.25,1085.9000000001079,81.086,0.03349
751,81,2968.75,1230.4999999999764,82.23,0.15805
752,57,937.5,6868.800000007457,63.869,1.40688
759,60,468.75,409.70000000002466,60.41,0.00384
762,61,1093.75,1320.1999999998948,62.32,0.07389
768,66,625.0,2919.0999999984406,68.919,1.08646
773,61,468.75,1213.5999999999917,62.214,0.04608
774,57,781.25,21.500000000000036,57.022,0.00034
776,82,2968.75,70.20000000000029,82.07,0.00417
777,100,5781.25,1148.2000000000512,101.148,0.15913
778,62,5312.5,1750.0999999995038,63.75,0.83041
783,82,625.0,1037.300000000152,83.037,0.01541
784,77,312.5,1224.8999999999814,78.225,0.01257
786,92,1250.0,843.5000000001232,92.844,0.02109
787,60,2812.5,1317.799999999897,61.318,0.18237
788,83,937.5,1093.6000000001009,84.094,0.03045
789,105,1406.25,1695.6999999995533,106.696,0.10638
790,101,1093.75,1944.0999999993273,102.944,0.12808
792,83,2500.0,1991.0999999992846,84.991,0.33182
793,109,3593.75,1050.0000000001405,110.05,0.0914
794,62,12500.0,2024.2999999992544,64.024,0.4213
795,83,781.25,404.1000000000234,83.404,0.00631
797,58,312.5,5281.300000001682,63.281,0.87354
800,102,937.5,1378.199999999842,103.378,0.0932
801,61,937.5,2020.8999999992575,63.021,0.1476
802,67,312.5,5008.000000000688,72.008,0.44529
804,76,3125.0,2489.599999998831,78.49,0.74087
807,56,625.0,212.09999999999224,56.212,0.00265
809,61,6875.0,496.9000000000445,61.497,0.06832
811,62,468.75,5144.200000001183,67.144,0.55399
813,109,6250.0,755.4000000001032,109.755,0.09442
814,61,312.5,1072.8000000001198,62.073,0.00875
815,133,1093.75,16.499999999999964,133.017,0.00036
818,80,156.25,4081.2999999973836,84.081,0.37107
820,107,468.75,1556.1999999996801,108.556,0.05283
821,90,1718.75,2103.899999999182,92.104,0.18395
822,57,5625.0,176.99999999999423,57.177,0.01991
825,89,5000.0,6.399999999999993,89.006,0.00063
826,62,1093.75,1246.7999999999615,63.247,0.13367
828,81,5000.0,2004.2999999992726,83.004,0.30545
829,58,4062.5,21.70000000000004,58.022,0.00176
830,89,312.5,162.29999999999507,89.162,0.00101
831,81,937.5,861.6000000001274,81.862,0.01615
835,146,4687.5,337.10000000000815,146.337,0.0316
836,105,6562.5,1170.2000000000312,106.17,0.19611
837,62,625.0,2289.9999999990127,64.29,0.48689
838,91,2187.5,173.19999999999445,91.173,0.00758
841,62,5000.0,1114.400000000082,63.114,0.19935
842,62,5156.25,64.6000000000006,62.065,0.00666
843,60,3906.25,965.800000000151,60.966,0.07545
845,82,781.25,1011.3000000001614,83.011,0.01685
848,56,312.5,1006.9000000001604,57.007,0.00728
849,63,156.25,581.2000000000636,63.581,0.00182
850,104,781.25,1611.29999999963,105.611,0.05574
852,60,156.25,1690.9999999995575,61.691,0.34213
855,110,156.25,2061.2999999992207,112.061,0.05434
856,59,312.5,2117.19999999917,61.117,0.06428
858,62,2500.0,2078.799999999205,64.079,0.24602
860,88,4375.0,1093.400000000101,89.093,0.13126
861,75,5000.0,3511.5999999979017,78.512,1.08651
862,61,1093.75,2059.2999999992226,63.059,0.20408
863,56,1406.25,1028.1000000001604,57.028,0.04642
866,84,2187.5,1395.3999999998264,85.395,0.18581
868,80,2500.0,2105.5999999991805,82.106,0.39435
869,94,468.75,2022.2999999992562,96.022,0.06702
870,106,2656.25,1649.9999999995948,107.65,0.21359
874,66,625.0,3260.8999999981297,69.261,0.62368
877,69,312.5,6034.1000000044205,75.034,0.8248
879,89,6093.75,727.2000000000968,89.727,0.08862
880,85,5625.0,74.90000000000002,85.075,0.00842
883,60,4062.5,1099.2000000000958,61.099,0.17919
884,62,1562.5,2269.0999999990318,64.269,0.45719
888,80,625.0,4000.799999997457,84.001,0.34319
892,54,312.5,1250.0999999999585,55.25,0.01406
895,62,781.25,5905.300000003952,67.905,1.74301
898,104,937.5,1364.999999999854,105.365,0.18524
900,82,781.25,1246.199999999962,83.246,0.02947
905,147,2343.75,1045.4000000001447,148.045,0.05977
906,68,312.5,4983.600000000599,72.984,1.56921
907,83,1093.75,3071.8999999983016,86.072,0.44224
908,61,6718.75,1301.199999999912,62.301,0.39503
911,60,312.5,1929.7999999993403,61.93,0.19801
913,65,625.0,4522.999999998923,69.523,0.38111
915,81,156.25,2033.599999999246,83.034,0.02814
916,83,781.25,489.4000000000428,83.489,0.00765
919,61,3281.25,1201.5000000000027,62.202,0.20661
919,62,31718.75,201.49999999999284,62.201,0.20661
924,105,781.25,2044.9999999992356,107.045,0.05962
925,79,3437.5,3151.699999998229,82.152,0.67157
926,118,1406.25,2122.9999999991646,120.123,0.15876
929,61,15625.0,1258.0999999999513,62.258,0.47644
933,108,1406.25,2643.999999998691,110.644,0.16016
934,62,781.25,4433.499999998598,66.433,0.87927
934,66,112343.75,433.50000000003007,66.434,0.87927
935,60,3281.25,679.2000000000859,60.679,0.04457
936,72,1406.25,3388.299999998014,75.388,0.86624
937,59,1093.75,4062.9999999974,63.063,0.31489
939,57,781.25,84.69999999999946,57.085,0.00132
940,58,625.0,2866.899999998488,60.867,0.20336
947,68,781.25,4712.999999999614,72.713,0.64766
